#LungCancer_500	AD-043T2-A7-1	AD-111T2-A8-1	AD-114T1-A9-1 *	AD-115T1-A12-1 *	AD-118t1-A13-1	AD-119t3-A195-8	AD-120t1-A226-8 *	AD-122t3-A197-8	AD-123T1-A25-1 *	AD-127T1-A14-1	AD-130T1-A1-1	AD-131T1-A15-A200-1*	AD-136t2-A201-8	AD-157T1-A246-10 *	AD-158t1-A247-10 *	AD-159t1-A229-8	AD-162t2-A230-8	AD-163t1-A203-8 *	AD-164t1a-A206-8 *	AD-167t1 (d dup)-A210-8 *	AD-169t2-A211-8 *	AD-170t1-A251-10 **	AD-172t2-A213-8 *	AD-173T1a-A23-1	AD-177T1-A21-1	AD-178T2-A22-1 *	AD-179t1(d dup)-A214-8 *	AD-183t1-A215-8 *	AD-185t2-A232-8	AD-186T1-A27-1	AD-187T1-A11-1 *	AD-188t1-A216-8	AD-201t1-A138-4	AD-202t2-A139-4	AD-203t1-A140-4 *	AD-207t1-A142-4	AD-208t1-A143-4	AD-210t1-A144-4	AD-212t1-A145-4	AD-213t1-A146-4	AD-218t1-A147-4	AD-221t1-A148-4	AD-224t1-A149-4	AD-225t1-A150-4	AD-226t2-A151-4	AD-228t2-A152-4 *	AD-230t1-A153-4	AD-232t1-A154-4	AD-234t1(dup)-A155-4	AD-236t1-A156-4	AD-238t2x-A157-4	AD-239t1-A158-4	AD-240t1-A159-4	AD-241t1x-A160-4	AD-243t1x-A161-4 *	AD-247t1-A164-4	AD-249t1x (d)-A165-4	AD-250t1-A166-4	AD-252t1-A167-4	AD-253t1-A168-4	AD-255t1a-A169-4 **	AD-258t1a-A170-4 ***	AD-259t1-A171-4	AD-260t1a-A172-4 *	AD-261t1b-A173-4	AD-262t1a-A259-10 *	AD-266t1-A90-3	AD-267t1-A91-3	AD-268t1(dup b4)-A93-3 **	AD-269t1-A94-3	AD-275t1-A95-3	AD-276t1(dup b4)-A96-3 *	AD-277t1-A97-3	AD-283t1-A99-3	AD-285t2c-A263-10	AD-287t1-A101-3	AD-294t1(dup b4)-A104-3 *	AD-295t1-A105-3	AD-296t21-A106-03 *	AD-299t1-A235-8 *	AD-301t1-A237-8 *	AD-302t3-A238-8 *	AD-304t1-A240-8	AD-305t1-A415-7	AD-308t1-A241-8	AD-309t1-A242-8	AD-311t1-A266-10 *	AD-313t1-A268-10	AD-314t1-A269-10	AD-315t1-A270-10	AD-317t1-A271-10	AD-318t3-A107-3	AD-320t1-A272-10	AD-323t1-A273-10	AD-327t1-A276-10 *	AD-330t2-A279-10	AD-331t1-A219-8	AD-332t1-A220-8	AD-334t1 (d dup)-A221-8 *	AD-335t1-A222-8 *	AD-336t1-A223-8	AD-337t1-A224-8	AD-338t1a-A121-3 *	AD-340t1a-A122-3 *	AD-341t1a-A123-3 *	AD-346t1a-A124-3 *	AD-347t1a-A125-3 *	AD-350t1a-A126-3 *	AD-351t1-A127-3	AD-352t1-A128-3	AD-353t1-A129-3	AD-355t2-A174-4	AD-356t1-A175-4	AD-360t1-A176-A406	AD-361t1-A177-4	AD-362t1-A282-10	AD-363t1-A283-10	AD-366t1-A109-3	AD-367t1-A110-3	AD-368t2-A285-10	AD-370t1x-A112-3	AD-374t1-A114-3	AD-375t1-A115-3 *	AD-379t1-A116-3 *	AD-382t1-A117-3 *	AD-383t1-A118-3 *	AD-384t1-A120-3 *	AD-AD10T1-A389-7	AD-AD15T1-A390-7	AD-AD16T2-A391-7	AD-AD18T1-A392-7	AD-AD19T1-A393-7	AD-AD1T1-A383-7	AD-AD2T1-A384-7	AD-AD31-A289-10	AD-AD3T1-A385-7	AD-AD4T1-A386-7	AD-AD5T1-A387-7	AD-AD7T1-A388-7	NL-1179-A408-7	NL-1675-A409-7	NL-1698-A410-7	NL-1884-A411-7	NL-2378-A412-7	NL-2562-A413-7	NL-268n1-A92-3	NL-279n1-A98-3	NL-3104-A331-6	NL-3681-A332-6	NL-4083-A333-6	NL-4353-A334-6	NL-504-A407?-7	NL-6084-A335-6	NL-6853-A336-6	NL-6943-A337-6	NL-7530-A338-6	SMCL-301-A306-5	SMCL-5937-A307-5	SMCL-SMCL3t1-A290-10	SMCL-SMCL4t1-A354-6	SMCL-SMCL8t1-A356-6	SMCL-SMCL9t1-A357-6	SQ-1174-A317-5	SQ-1670-A318-5	SQ-2557-A320-5	SQ-2572-A321-5	SQ-2921-A322-5	SQ-3197-A323-5	SQ-3529-A324-5	SQ-3624-A325-5	SQ-4172-A326-5	SQ-4389-A327-5	SQ-5897-A328-5	SQ-6147-A329-5	SQ-7324-A416-7	SQ-SQ10t1-A362-6	SQ-SQ13t1-A364-6	SQ-SQ14t1-A365-6	SQ-SQ20t1-A366-6	SQ-SQ4t1-A358-6	SQ-SQ5t1-A359-6	SQ-SQ6t1-A360-6	SQ-SQ8t1-A361-6	COID-1429-A303-5	COID-2260-A304-5	COID-3580-A302-5	COID-4385-A301-5	COID-4518-A305-5	COID-9794-A300-5	COID-COID10t1-A347-6	COID-COID11t1-A348-6	COID-COID12t1-A349-6	COID-COID13t1-A350-6	COID-COID14t1-A351-6	COID-COID16t1-A352-6	COID-COID18t1-A353-6	COID-COID3t1-A340-6	COID-COID4t1-A341-6	COID-COID5t1-A342-6	COID-COID6t1-A343-6	COID-COID7t1-A344-6	COID-COID8t1-A345-6	COID-COID9t1-A346-6
#AD#NL#SMCL#SQ#COID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
36133_at	8.70446	7.52560	6.26219	8.54015	7.78424	2.50080	8.13776	6.23189	6.38016	6.23439	7.03320	8.73081	5.66903	8.24572	8.23209	8.35935	7.91241	8.05058	7.60199	6.64342	8.38539	7.67596	7.94351	7.36247	7.69697	7.13750	8.09416	6.04909	6.86716	7.41464	6.85767	5.24755	5.88044	6.78437	7.94547	5.35403	4.67073	8.01931	7.13320	4.76022	7.02569	7.71335	5.95699	7.72704	6.11915	7.12738	9.27095	5.40735	7.89845	8.13643	6.91456	7.38948	7.06803	7.57743	6.64306	8.04128	7.81807	7.50072	8.01262	6.95140	8.63487	8.52651	4.37851	3.81813	6.52857	6.27845	5.05398	3.94860	6.92758	7.55796	8.63209	7.17951	7.73152	6.18804	7.13904	4.52168	6.04155	8.75762	4.32769	6.43488	8.55854	8.16589	6.84486	7.11977	8.00518	7.88746	5.09719	6.68285	7.62637	8.17518	5.79883	6.15239	7.14241	6.73498	6.36036	6.98584	7.69132	7.25531	8.40269	8.02065	6.63140	7.29232	6.05767	7.20931	6.92250	6.47792	5.50621	6.21393	8.37112	7.72294	5.87480	6.02059	7.18840	5.18824	7.78653	6.88142	6.29627	7.48236	8.05707	7.14119	6.96659	7.68496	7.18344	6.88295	8.02788	8.23597	7.91265	6.87738	6.34465	7.93693	8.75522	1.02857	5.68958	8.74335	6.58224	8.17148	4.31325	8.06684	8.05870	6.45141	5.73026	5.94298	6.13386	4.99548	4.78503	4.56438	3.57894	3.56071	3.26903	5.15583	5.83719	1.92979	5.44956	5.40224	4.62819	4.13668	7.93799	9.46076	6.93676	9.20958	6.01502	5.88289	9.55993	9.11140	9.82703	9.00068	8.20979	8.87563	9.43546	9.55132	9.33474	8.56121	8.45713	8.98322	7.08619	9.37319	8.98051	9.38547	8.69592	8.86799	9.07149	8.03815	9.01558	7.71672	7.19830	6.93699	7.83365	7.74524	7.55911	7.59253	7.79370	6.25795	7.11374	7.45030	6.06760	8.06264	7.53823	6.20770	7.24688	7.89421	7.06124	6.42761	7.71260
36137_at	8.55524	8.14369	7.97911	8.48378	7.93452	8.55486	8.35034	8.20516	8.08653	8.21130	8.41469	8.92287	8.43954	9.00408	8.46183	8.43112	8.08810	8.92459	8.08966	8.21284	8.45436	8.03159	8.38871	9.54228	8.46777	8.18569	8.91397	7.99695	8.64447	8.87526	8.06552	8.23869	8.67638	8.65843	8.90213	9.12861	8.26313	8.37330	8.71143	8.04707	9.04737	8.12236	8.14649	8.47261	8.05566	8.36685	8.82448	8.10748	8.38487	8.33744	8.78666	7.90032	8.35023	8.62037	8.21446	8.29043	8.55109	8.55490	8.18903	8.11915	8.62225	8.58216	8.33646	8.31064	8.73759	8.68752	8.43779	7.76838	8.05606	8.21568	8.48022	8.18356	9.29664	8.53912	8.18691	8.65564	8.24729	8.31411	8.75171	9.25986	9.06097	8.45481	8.65478	8.86456	8.35376	9.06676	8.89010	8.28235	8.29526	8.59753	8.79129	8.24921	8.65542	8.41950	8.51647	8.45898	8.70981	8.22511	8.84394	8.26994	8.59197	8.50454	8.98415	8.47263	8.81157	8.29809	9.12354	8.78064	8.85661	8.69860	8.28656	8.66672	8.75969	8.49917	8.46634	7.88850	8.19407	8.26777	8.36186	7.81628	8.41684	8.80871	9.19873	8.54446	8.88673	8.00054	8.48939	9.10899	7.85947	8.52724	8.39998	8.08108	8.30392	8.28647	8.88185	8.61043	8.19776	8.68124	8.51877	7.94187	7.88685	7.92333	8.38547	8.24046	8.58169	7.85555	8.41553	8.76553	7.96168	8.61894	8.16662	8.24031	8.36768	8.40199	8.26078	8.40352	8.92125	9.02672	8.47549	8.84596	8.86962	8.73135	8.19392	8.08497	8.37790	9.14206	8.78529	8.29637	8.11411	8.78588	8.25479	8.58935	9.12810	8.77099	8.77459	9.07940	8.87141	8.13165	8.47513	8.61309	8.36995	9.15939	7.91391	9.20667	9.44783	9.30882	9.66582	8.96466	9.30246	8.64793	9.23424	9.29156	9.27487	9.37141	9.16546	9.48788	9.50829	9.16232	9.75794	9.02699	8.80200	9.69773	9.45783
36152_at	8.94448	8.28744	8.13183	8.37584	7.97556	9.15289	8.56362	8.94451	8.56525	8.10439	8.48127	8.63416	8.72738	8.61388	8.71239	8.60344	9.00677	8.72833	8.61772	8.82177	8.93880	8.69070	9.22983	8.86003	8.30520	8.28007	8.86360	8.21723	8.98391	7.68951	8.33514	8.30693	8.50410	8.78741	8.98620	8.86446	8.62585	8.29614	7.94656	8.35059	9.28600	8.40280	8.26472	8.14746	8.37903	8.80773	8.86437	8.79120	9.33914	8.81567	8.98034	8.73508	9.19552	8.81826	8.58184	8.71514	8.32098	8.43813	8.91349	8.49313	9.12072	8.25411	9.15089	8.84714	9.08640	8.72177	8.62297	7.98806	8.42902	8.37273	8.03441	9.23021	8.87860	8.21985	8.29696	9.22545	8.62547	8.73268	8.38698	9.34422	8.66487	8.92509	8.79165	9.04237	7.97005	8.65693	9.07795	8.62637	8.40190	8.32710	8.04467	8.81218	8.92365	8.23544	8.49821	8.40603	8.76384	8.79458	9.36006	8.61704	9.04661	7.95716	8.43908	8.47798	8.24819	8.33845	8.52683	8.23285	9.19604	8.31764	7.99305	9.14822	9.23089	8.88469	8.74950	8.29200	8.77890	8.56198	8.42530	8.53547	8.41223	8.45450	8.98145	8.88382	8.57798	8.35742	8.69919	9.11530	8.57735	8.63310	8.94181	8.08847	8.60988	9.05075	9.05118	8.92627	8.75268	8.70688	8.92606	8.81035	9.00467	8.29724	8.90530	9.01614	8.95614	8.22670	8.41553	9.12391	9.01539	8.95041	8.84681	8.91672	8.77969	8.74426	8.78480	8.36291	9.35114	9.46461	9.78924	9.40224	9.16850	9.66311	8.72380	9.25172	9.13008	8.56754	8.82871	8.87842	8.54709	8.60589	8.01480	8.43467	8.84712	8.20726	8.59682	8.92452	9.11127	8.92348	9.59447	8.94913	8.86375	8.88194	8.73742	9.67569	10.31319	9.84494	10.58630	9.20506	10.00913	9.81187	9.85901	10.43725	10.40986	9.74357	10.83740	10.31458	10.20864	10.14447	10.30865	9.97031	9.51005	9.68366	10.27565
36154_at	5.65048	5.53232	6.41642	6.76487	5.87701	6.41329	5.47233	6.39643	5.38509	6.42408	6.65406	5.97108	5.82043	4.92671	5.87086	6.55934	4.48731	7.46985	5.24451	5.25701	6.06523	6.36807	5.95606	5.92529	5.53916	6.20731	5.96578	6.18933	6.65292	5.61618	5.72329	6.53450	6.36702	6.56148	6.48043	4.69209	6.07510	5.25588	5.99865	6.25115	5.36877	6.52998	5.67186	5.87110	6.78660	4.86146	7.18339	6.16732	5.86567	6.52810	5.71727	6.46369	6.35226	3.64155	4.40871	6.36772	5.74578	6.54365	5.92600	5.03386	5.96070	5.10967	6.38716	4.92932	5.26115	5.81057	6.80993	5.47021	6.21994	5.41481	5.42089	6.24726	6.61206	6.41988	5.80813	6.46728	5.76208	4.96901	6.39463	5.84260	6.58225	5.65807	5.61265	4.84315	5.69209	6.54921	6.95902	5.43530	6.87073	6.38698	5.57833	6.59051	3.76447	6.22439	6.04472	5.00315	5.41481	4.85699	4.31542	5.11520	5.01623	5.52011	6.38526	6.62907	5.84071	5.99220	6.39558	6.15755	7.17073	6.68762	6.34572	2.01078	6.33842	6.65284	4.74039	4.28021	5.07382	6.07017	6.10035	4.87578	6.57456	4.86196	6.53706	5.72137	6.33932	5.77386	5.93522	5.81634	5.20163	6.48317	5.18425	6.65964	6.26435	4.75114	5.30998	6.83061	6.06415	7.23554	5.07980	4.65707	5.22304	6.82439	5.60703	6.10098	6.32984	6.57622	6.01436	6.83933	5.65707	6.86901	6.38991	5.50557	4.81044	6.95954	6.37972	5.96809	6.08406	6.89215	6.50096	6.34270	6.34855	6.64429	4.52105	5.97705	4.16081	5.34873	3.27053	3.68032	4.71534	3.86196	6.26828	5.52920	4.99955	5.62965	0.91073	5.67101	5.52513	4.51033	5.38612	6.52278	5.87381	6.42878	5.25172	6.87086	7.07060	6.66548	7.64501	7.73207	6.52795	7.18031	7.55873	7.77518	8.08969	6.69558	7.46712	7.31922	7.69132	7.87774	8.05658	7.78516	7.36457	7.49625	7.99345
36155_at	6.22014	6.18646	5.73525	5.48010	7.77096	7.96607	6.27221	5.85823	5.50843	6.30031	6.10858	6.18230	7.74953	5.59470	6.90617	7.00124	6.20770	6.02126	6.22429	5.68032	3.76129	5.35790	5.01926	6.43796	4.64039	5.53900	5.57410	5.42694	6.44890	6.04483	5.90268	6.28429	5.68117	7.63118	6.76228	4.90014	5.76633	5.56468	6.56407	6.21510	7.94339	6.38370	6.17652	6.23745	6.23821	7.41414	6.93109	6.74672	3.94860	5.98914	5.47151	4.91743	6.69947	4.96301	6.77564	7.84768	5.41954	6.98265	6.48430	6.16872	7.18097	6.77847	6.41752	7.30998	7.28993	8.20004	6.03738	6.71067	6.03877	7.22168	5.84750	5.58256	9.69303	5.42223	5.80813	5.77847	7.19899	5.60437	6.32499	7.27836	6.34110	4.43229	6.98789	7.99656	6.80941	5.68061	5.74214	4.88850	6.70777	8.11712	7.31379	7.20799	2.98732	4.51096	6.07489	7.07468	5.27687	7.28383	5.75221	2.01792	7.17832	4.23649	6.29370	6.98413	5.24317	6.26800	5.01569	7.23064	6.99016	7.90460	6.39318	6.05202	7.12608	6.90587	6.89978	4.15543	9.18661	4.65592	5.74792	7.77551	5.40531	5.66676	4.85873	7.95664	6.59410	6.06867	4.13422	6.68243	5.96532	7.39686	6.87750	7.28207	8.08194	6.00787	5.83264	6.64990	8.16239	6.32805	7.31805	9.56365	9.27074	9.26885	9.04516	8.98319	10.18294	6.96151	9.02095	9.12391	9.58832	9.59932	9.42492	9.02345	9.34321	9.69587	10.05098	7.91229	6.22323	5.75087	7.28059	5.49346	5.30195	8.25148	4.87086	4.97865	5.59932	8.24141	4.78136	6.67059	7.19702	6.52435	5.82451	5.88996	6.98413	5.38059	6.27016	6.92303	5.79252	6.43229	4.04876	6.30232	6.51759	4.67920	6.00630	8.94043	7.15391	6.94498	5.87774	6.89312	9.11871	5.88142	9.17759	9.26447	4.89579	5.67384	7.94650	7.97533	9.24103	10.99748	5.87799	10.41419	6.28614	7.06813	10.01226
36158_at	6.98299	5.65907	6.47054	6.29205	6.35826	6.31070	6.39960	6.37903	5.40327	6.04177	5.79155	6.68039	6.87098	6.64544	6.93387	7.42492	6.53667	7.27053	6.81526	7.10093	6.68208	7.40792	6.65442	7.17153	5.08406	7.89785	6.29701	6.68454	5.65592	7.73985	6.02459	5.98140	6.85150	6.09170	7.26791	7.24165	6.29315	6.58481	6.18903	6.23324	6.62994	7.36212	7.33548	6.70501	7.03727	6.06695	6.99842	6.12598	6.54982	6.57592	6.70238	6.63604	7.00944	6.74052	6.67214	6.57758	6.73985	6.56682	6.06781	5.44095	6.01651	6.59010	5.64414	6.65764	5.96763	5.99141	6.25720	6.21121	6.26360	6.31143	6.88777	6.65428	5.81737	6.18804	6.63590	6.26172	6.31034	6.76673	6.97974	6.92303	6.68271	7.07692	6.10371	5.96740	5.61706	7.67828	6.69794	5.92647	6.78673	5.79857	6.87983	6.88960	7.24593	6.08151	6.81154	6.49313	7.33119	6.67073	6.85181	6.34305	7.05723	5.83314	7.61930	6.95029	7.22139	6.89172	7.27487	6.70293	7.33119	6.74766	6.91025	6.45779	6.28780	6.87609	6.70915	6.64559	6.75849	7.31216	5.61941	6.61780	5.79727	6.49665	6.36597	7.46177	7.07644	6.79675	6.38319	6.96185	6.45204	6.36632	6.13340	6.39866	6.04832	6.95745	6.88740	5.96440	5.80452	7.29692	5.92932	6.93958	6.39249	6.88423	6.38353	6.77781	7.02945	6.40599	6.59991	6.44576	7.00899	6.81634	6.71507	6.83719	6.95210	7.23611	7.02203	6.97085	5.67638	6.79896	6.85200	6.82896	6.89930	6.17213	6.74187	7.46205	6.87110	6.77360	7.26810	6.87086	6.93180	6.75181	5.94416	6.59604	7.33593	6.35368	6.20320	6.76022	6.55980	6.27445	6.81147	6.75355	6.98436	6.91660	6.51080	7.75027	7.66463	8.39690	8.72383	8.12122	8.37998	7.64559	7.95280	8.49809	8.03298	7.95297	8.65818	8.18130	8.47172	8.68891	8.41523	8.02403	8.11749	7.72035	7.87326
36160_s_at	6.54241	4.76394	3.47314	4.99095	4.02237	3.90881	5.79351	3.54350	3.36877	5.18943	2.83592	3.93216	3.54102	4.46467	4.17513	6.21471	3.37468	5.26341	3.73906	2.85499	3.84850	3.14476	4.75007	5.81096	4.64039	5.34181	4.78633	3.14779	3.94486	4.58676	4.52826	4.78503	2.02503	5.39197	5.36370	3.98277	5.14812	5.36632	3.16350	4.60110	4.21956	5.15826	5.21140	3.12598	5.84674	4.74201	4.40122	5.29976	4.22188	4.15243	3.85898	4.24945	5.66164	2.31904	4.99367	3.23571	5.05832	3.24031	4.73931	4.52231	2.88134	2.73606	2.00360	3.58135	4.31885	4.15583	5.00630	3.86196	3.74093	5.41481	3.43894	3.10098	3.65421	4.60822	6.30706	3.99321	5.15886	4.01466	4.36352	4.79025	5.00921	1.88799	2.19535	3.43029	0.62293	6.92991	5.37869	3.47249	5.29719	5.08108	5.28133	2.70487	4.59036	3.26303	3.26336	4.69153	2.63282	4.92932	8.19702	2.15866	3.90785	3.87774	6.31243	5.92006	3.85050	4.83340	5.66732	5.03100	7.30934	5.18150	5.20594	3.86461	2.70708	5.27258	3.97097	4.55213	2.85000	3.28392	5.83719	1.34483	4.86493	4.25171	4.48929	4.77400	5.13072	1.90304	5.32193	3.56438	3.80116	1.64544	3.42761	4.16269	4.05832	0.74846	4.26228	2.11770	3.66772	5.92624	3.38198	4.20633	1.83592	5.98732	3.55213	4.18982	5.38128	3.79805	5.16912	4.30743	3.90270	4.10936	2.62527	2.55090	4.98823	5.01926	4.88166	4.59395	7.16561	6.95826	6.91313	7.56049	6.93275	5.14200	3.57529	3.15935	1.31615	3.22632	3.17096	3.84307	3.66845	2.78709	3.59853	3.96982	4.01167	3.09592	3.28688	3.94111	3.89840	3.20477	3.01072	3.64731	3.57770	3.41062	3.72860	8.67048	8.63459	8.41439	8.33793	8.44124	8.84831	8.78018	8.52489	8.37334	9.32308	8.78103	8.92742	8.36186	8.46226	8.76281	8.35531	7.88984	8.42895	8.46708	8.11967
36167_at	8.46785	7.81769	8.77727	8.25918	8.58691	8.61184	8.55140	8.48949	8.63514	8.27840	8.15674	8.09226	8.66786	8.79818	7.94301	8.48619	8.17523	8.29955	8.30551	8.44176	8.28293	8.80810	8.67347	9.00818	8.20105	8.05672	8.38472	8.29540	8.43771	9.04939	8.08340	7.83750	8.67034	8.83093	8.48178	8.99831	8.02181	8.41257	8.26936	7.77722	8.93023	8.38896	8.24275	8.49665	7.98925	8.12753	8.32003	7.90256	8.65514	8.63775	8.79006	8.06286	8.28947	8.35438	8.18120	8.29728	8.35006	8.11499	8.45923	8.42928	7.96868	8.04227	8.75499	8.35733	8.61919	8.48740	8.47768	7.98299	7.72290	8.07243	8.47277	8.50930	8.99938	8.27998	8.39506	8.12019	8.34241	7.85125	8.33024	7.98482	9.96044	9.19494	8.38866	8.42244	8.29053	8.66711	9.14320	8.55336	8.90794	8.55850	8.07114	8.70822	8.64962	8.67140	9.51158	8.35107	8.63949	8.32076	8.70129	8.91510	7.90135	8.38776	8.07350	8.72248	8.20799	8.28647	8.51144	8.49528	9.07337	8.44439	7.91450	8.48824	8.13258	8.28977	8.11614	7.62359	8.81903	8.15472	8.09966	8.66615	7.89772	8.97338	10.09569	7.86016	8.54688	8.06652	8.28640	8.42761	8.03188	8.16677	8.55455	8.41621	8.72516	8.65789	8.85767	8.55566	8.24093	8.78355	8.51049	8.43946	8.70784	8.14456	8.20389	8.48232	8.45228	8.09323	8.72148	8.87618	8.45072	8.78257	7.78666	9.19641	8.41958	8.33002	8.44630	8.94249	9.53636	9.38974	9.09919	9.20513	8.58733	8.54693	7.86437	8.10497	8.29572	8.28059	8.28614	8.51546	7.87854	8.21072	8.77630	8.06372	9.43565	8.13689	8.75686	8.31361	8.05186	8.65413	8.62589	7.90026	7.99763	8.57679	8.22115	9.53889	9.24546	9.95040	9.28679	8.99447	9.22417	8.91979	9.51001	10.19688	9.44876	8.99904	9.84084	9.44692	9.97212	10.20530	9.38414	9.55115	8.98137	9.65191	9.67730
36169_at	9.16503	9.10756	9.21323	9.39163	8.96232	9.10502	8.87341	8.86725	8.79753	8.67271	8.68640	9.24915	9.02697	8.28205	9.28533	8.81163	9.12884	9.16877	9.07486	8.96726	10.12738	9.11969	8.64988	9.16606	9.57652	9.07274	8.90091	8.96342	9.50674	9.40325	9.17559	8.57391	8.39154	8.69957	9.02195	9.71029	9.37143	8.84750	8.81801	8.54040	10.62803	8.64295	8.95079	9.03744	8.56522	8.49895	8.87341	8.57448	8.82915	8.50470	8.74184	9.08765	9.12928	9.25311	9.36205	9.13075	9.44226	9.32611	9.44120	9.25847	9.28602	8.84929	9.26754	9.14967	9.00762	9.07847	8.72209	9.15712	9.35272	9.26026	8.72301	9.31258	8.95230	9.21490	10.00574	9.57297	9.13461	8.80093	9.21647	9.84090	9.58124	9.49684	9.19024	9.26313	9.04737	8.45434	8.60363	8.85618	9.52446	8.64670	9.45998	8.58860	10.44757	8.81356	9.23539	9.31252	9.09811	8.62757	10.08300	9.45726	8.93884	9.35131	9.30287	9.19217	8.63990	8.87774	9.41727	8.50916	9.54848	8.30779	8.63684	9.75932	9.47727	9.18959	9.10400	9.40197	9.36249	8.71046	9.39414	9.26404	9.11121	9.71649	9.54258	9.06610	9.19021	9.48754	9.93503	9.16093	9.23139	9.22675	9.61270	9.15712	9.09199	9.72583	10.05008	8.90827	9.25845	10.03634	9.99461	9.01497	8.82652	9.03779	8.95568	8.97805	8.95614	9.24997	9.22035	8.56704	8.97585	8.70746	9.23709	9.28489	9.09413	9.43996	8.33718	9.05661	9.81332	9.57018	8.90929	9.32865	9.01611	9.42232	9.68715	9.36864	9.29510	9.46228	9.00076	8.67458	9.67301	9.96428	8.92698	9.39654	9.48482	9.39058	9.10111	8.76706	9.34853	9.23244	9.49239	9.39343	9.62344	10.44395	9.66510	10.57856	9.53228	10.61659	10.19982	9.37445	10.01865	9.19387	10.20726	10.06340	9.92368	9.59891	10.36210	10.59001	11.07712	10.97128	9.82232	10.36580	9.94629	10.10899	10.67741
36186_at	8.66711	8.11640	8.24220	8.27859	8.15967	8.47200	8.09511	8.32008	7.88341	8.34256	8.67285	9.04474	8.49813	8.46563	8.20161	8.56533	8.87467	8.87504	8.21281	8.42461	8.35977	7.59012	8.30556	8.79808	7.80084	8.58365	7.62070	8.37821	8.36868	8.01937	8.72581	8.00692	8.24963	8.25979	8.92496	8.50553	8.09265	7.77353	8.42681	8.24308	8.20784	7.92517	8.14649	7.71342	7.62359	7.94105	7.82056	8.12851	8.13191	8.12034	8.05702	8.34154	8.27701	8.62037	8.67225	8.02092	8.14175	8.20901	8.88001	8.35451	8.97102	8.32687	8.20075	8.64337	8.87664	8.38338	7.86617	7.50160	8.41029	7.63103	8.35182	8.50738	7.64897	7.51302	8.04149	8.62837	7.90911	8.51598	8.84552	8.48198	9.00028	8.76328	8.27468	8.54936	8.40267	8.64667	8.22588	8.19387	8.58346	8.03403	7.48977	7.84298	8.05853	7.44725	8.26193	8.00051	8.88081	8.42097	8.39693	9.01000	7.90671	8.36851	8.14720	8.13761	8.33076	7.82683	8.59844	7.98962	8.45286	8.78588	8.04314	9.54189	8.80187	8.83045	8.74702	8.14200	8.19007	8.61589	8.16987	8.19343	7.96272	7.54713	8.60687	8.24843	8.50718	8.34986	8.36953	8.82531	7.90334	8.11525	8.34021	7.66718	7.97378	9.10677	8.43246	8.54732	8.57297	8.91919	8.80252	7.97183	8.07708	7.75435	8.26444	8.10544	8.00804	7.83333	7.57334	7.93905	8.13016	8.11035	8.39870	8.10565	7.92505	7.99994	7.84906	7.63408	8.54369	9.44332	9.00307	9.01274	8.34625	9.00391	8.95739	8.25257	8.24346	9.07922	8.72533	8.51905	8.08879	8.79662	8.43033	8.44865	8.74197	8.64584	8.18745	9.28432	8.31890	9.02774	8.55240	8.23491	8.91453	9.15939	8.81877	8.83659	9.26871	9.11759	9.12065	8.76713	9.22417	9.12226	8.86158	9.19734	9.26730	8.71001	8.97545	9.17911	9.23544	9.25595	9.22267	8.95251	8.81877	9.18108	9.12379
